dateTime,country,city,region,profile,age,gender,surveyType,purpose,concern,whenSiteUsed,purchasedBefore,purchaseExpectInNextMonth,productKnewWhatWanted,behavNumVisits,behavReferral,behavPageviews,avgAmountSpent
30.07.14,United States,Albuquerque,16,New customer,NA,Female,At Arrival and Exit,Compare pricing,Shipping costs,Never. This is my first visit,NA,3,Somewhat,12,Unbranded Search,7 to 9,113.32
30.07.14,United States,Oak Bluffs,625,Occasional customer,18-24,Female,At Exit,Resources,None / no uncertainties,In the past week,"Yes, more than once",5,Somewhat,38,Direct,7 to 9,91.77
30.07.14,United States,Austin,51,Frequent customer,NA,Female,At Exit,Compare pricing,Whether this is right for my child,In the past month,"Yes, more than once",4,Yes,16,Direct,7 to 9,112.35
30.07.14,United States,Metamora,541,Frequent customer,NA,Female,At Arrival Only,Compare pricing,None / no uncertainties,In the past month,"Yes, more than once",4,Somewhat,8,Unbranded Search,10+,124.69
30.07.14,United States,Kansas City,433,Frequent customer,NA,Male,At Arrival Only,Resources,None / no uncertainties,Never. This is my first visit,NA,4,NA,5,Unbranded Search,4 to 6,83.79
30.07.14,United States,Fredericksburg,314,New customer,NA,Female,At Exit,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Somewhat,1,Referred,2 to 3,44.72
30.07.14,United States,Brooksville,121,New customer,25-34,Female,At Arrival and Exit,Buy from this site,Ease of returning (if I am not satisfied with product),In the past year,"Yes, once",3,Yes,4,Unbranded Search,10+,94.95
30.07.14,United States,Arlington,38,Frequent customer,NA,Male,At Exit,Compare pricing,Product durability/quality,In the past month,"Yes, once",3,Somewhat,14,Direct,10+,100.68
30.07.14,United States,Montgomery Village,563,New customer,NA,Male,At Arrival Only,Buy from this site,Warranties/product guarantees,In the past year,"Yes, more than once",4,Yes,8,Direct,10+,81.01
30.07.14,United States,Lake Stevens,NA,Occasional customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Yes,9,Social,1,89.66
30.07.14,United States,Austin,51,Occasional customer,35-44,Female,At Arrival and Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,31,Social,1,142.2
30.07.14,Canada,Saskatoon,787,New customer,NA,Male,At Arrival Only,Resources,Product effectiveness/will it work,Never. This is my first visit,NA,4,NA,1,Unbranded Search,7 to 9,37.02
31.07.14,United States,Rancho Cordova,713,Frequent customer,45-54,Female,At Arrival and Exit,Compare pricing,Warranties/product guarantees,In the past week,"Yes, more than once",3,Somewhat,19,Referred,7 to 9,138.29
31.07.14,United States,San Marcos,777,New customer,35-44,Female,At Arrival and Exit,Compare pricing,Shipping costs,Never. This is my first visit,NA,3,Yes,4,Unbranded Search,10+,91.35
31.07.14,United States,Fountain Hills,310,Occasional customer,NA,Male,At Exit,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,3,Yes,4,Unbranded Search,10+,69.75
31.07.14,Netherlands,Wageningen,904,New customer,35-44,Female,At Exit,Compare pricing,Product effectiveness/will it work,In the past month,No,3,Somewhat,3,Unbranded Search,10+,86.79
31.07.14,United States,Auburn,47,New customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,4,Unbranded Search,10+,89.65
31.07.14,United States,Sneads Ferry,815,Occasional customer,NA,Male,At Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,2,NA,5,Unbranded Search,7 to 9,87.21
31.07.14,United States,Festus,294,Employee,NA,Female,At Exit,Products,None / no uncertainties,In the past year,"Yes, more than once",4,Somewhat,12,Direct,2 to 3,106.6
31.07.14,United States,Yazoo City,973,Frequent customer,NA,Female,At Arrival Only,Products,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,No,17,Unbranded Search,4 to 6,162.26
31.07.14,United States,Fort Wayne,308,New customer,NA,Male,At Arrival Only,Compare pricing,Product durability/quality,In the past month,"Yes, more than once",4,Somewhat,4,Social,4 to 6,67.15
31.07.14,United States,Sioux Falls,814,New customer,25-34,Female,At Exit,Products,Product effectiveness/will it work,In the past month,"Yes, more than once",5,Somewhat,10,Social,1,56.37
31.07.14,United States,Linden,491,Frequent customer,55-64,Female,At Arrival and Exit,Resources,None / no uncertainties,NA,NA,3,Somewhat,11,Direct,1,127.36
31.07.14,United States,Lansing,471,New customer,NA,Male,At Arrival Only,Resources,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,Somewhat,1,Unbranded Search,4 to 6,61.92
31.07.14,United States,Baker City,53,Occasional customer,NA,Male,At Arrival Only,Resources,Product durability/quality,Never. This is my first visit,NA,1,NA,3,Referred,1,106.69
31.07.14,United States,Saint Petersburg,760,New customer,18-24,Female,At Exit,Resources,Product effectiveness/will it work,Never. This is my first visit,NA,4,Somewhat,88,Unbranded Search,4 to 6,131.87
31.07.14,United States,Staten Island,829,New customer,NA,Male,At Arrival Only,Buy from this site,Product effectiveness/will it work,Never. This is my first visit,NA,3,No,6,Direct,10+,95.36
31.07.14,United States,Silver Spring,812,Other,55-64,Female,At Arrival and Exit,Other,None / no uncertainties,In the past month,"Yes, once",3,NA,4,Direct,10+,105.03
31.07.14,United States,Antioch,34,Frequent customer,NA,Prefer not to answer,At Arrival Only,Buy from this site,Shipping costs,Never. This is my first visit,NA,1,NA,11,Direct,1,134.96
31.07.14,United States,Covington,210,New customer,18-24,Male,At Exit,Products,None / no uncertainties,In the past month,No,4,Somewhat,2,Direct,2 to 3,27.08
31.07.14,United States,Bend,86,Frequent customer,NA,Female,At Arrival Only,Compare pricing,None / no uncertainties,In the past month,No,2,Somewhat,10,Unbranded Search,10+,164.65
31.07.14,United States,Livermore Falls,494,Occasional customer,NA,Female,At Exit,Products,Shipping costs,Never. This is my first visit,NA,1,NA,35,Unbranded Search,7 to 9,157.53
31.07.14,United States,Manchester,511,New customer,45-54,Female,At Exit,Products,None / no uncertainties,In the past year,No,5,Somewhat,20,Direct,7 to 9,72.63
31.07.14,United States,Yorba Linda,974,Other,25-34,Female,At Arrival and Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,17,Unbranded Search,7 to 9,133.96
31.07.14,United States,Elyria,273,New customer,55-64,Female,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,4,Yes,14,Unbranded Search,4 to 6,97.5
31.07.14,United States,Evanston,281,New customer,NA,Male,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,1,NA,19,Unbranded Search,10+,111.11
31.07.14,United States,Norristown,610,New customer,35-44,Female,At Arrival and Exit,Buy from this site,Whether this is right for my child,In the past year,"Yes, once",3,Yes,13,Branded Search,7 to 9,118.52
31.07.14,United States,Carrollton,152,New customer,35-44,Female,At Arrival and Exit,Products,Product durability/quality,In the past year,No,3,Somewhat,3,Unbranded Search,10+,89.19
31.07.14,United States,Longmont,498,Other,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,2,No,12,Unbranded Search,10+,134.7
31.07.14,United States,Sacramento,754,New customer,NA,Female,At Arrival Only,Buy from this site,Ease of returning (if I am not satisfied with product),NA,NA,4,Somewhat,68,Unbranded Search,4 to 6,155.31
31.07.14,United States,Spring Valley,826,New customer,NA,Male,At Arrival Only,Other,Product durability/quality,Never. This is my first visit,NA,3,NA,9,Direct,10+,105.86
10.09.14,United States,Davenport,223,New customer,25-34,Female,At Exit,Buy from this site,Shipping costs,In the past week,No,5,Somewhat,4,Self Referred,2 to 3,36.85
20.08.14,United States,Pembroke,668,Frequent customer,25-34,Female,At Arrival and Exit,Buy from this site,None / no uncertainties,In the past year,"Yes, once",4,Yes,1,Unbranded Search,10+,56.9
27.08.14,United States,Columbia,194,Other,NA,Prefer not to answer,At Arrival and Exit,Resources,Whether this is right for my child,In the past month,No,3,NA,9,Social,7 to 9,89.74
26.08.14,United States,Toccoa,865,New customer,25-34,Female,At Arrival and Exit,Buy from this site,Shipping costs,Never. This is my first visit,NA,4,No,25,Direct,2 to 3,105.5
30.07.14,Australia,Perth,672,New customer,25-34,Female,At Exit,Products,Whether this is right for my child,In the past month,No,2,Somewhat,4,Direct,10+,107.95
25.08.14,United States,Plainfield,685,Other,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,1,NA,16,Social,1,143.95
13.08.14,United States,Frederick,313,New customer,NA,Female,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Yes,2,Unbranded Search,10+,84.78
23.08.14,United States,Mansfield,515,Frequent customer,65 or older,Female,At Exit,Products,None / no uncertainties,In the past year,"Yes, more than once",4,Somewhat,60,Direct,10+,138.79
29.08.14,United States,Bowie,108,New customer,NA,Female,At Arrival and Exit,Buy from this site,Warranties/product guarantees,In the past year,"Yes, once",4,Yes,6,Unbranded Search,4 to 6,80.56
19.08.14,United States,Tallahassee,855,New customer,35-44,Female,At Exit,Buy from this site,Warranties/product guarantees,In the past month,No,4,Yes,6,Direct,1,80.56
30.07.14,United States,Hillsdale,382,Employee,55-64,Female,At Arrival and Exit,Resources,Product durability/quality,In the past month,"Yes, once",4,No,3,Direct,10+,78.87
24.08.14,United States,Denver,235,New customer,Less than 18,Female,At Exit,Buy from this site,Product effectiveness/will it work,In the past year,"Yes, more than once",3,Yes,8,Unbranded Search,7 to 9,106.41
30.07.14,United States,Warren,916,Frequent customer,25-34,Male,At Arrival and Exit,Buy from this site,None / no uncertainties,In the past year,"Yes, more than once",3,Somewhat,50,Direct,10+,126.14
14.08.14,United States,Horseheads,398,New customer,NA,Male,At Arrival Only,Resources,Fast delivery,In the past year,No,3,Somewhat,3,Direct,2 to 3,83.89
17.08.14,United Kingdom,Piketon,NA,Other,Less than 18,Female,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Somewhat,8,Unbranded Search,4 to 6,122.59
29.08.14,United States,Bangor,59,Other,45-54,Female,At Exit,Products,None / no uncertainties,In the past week,"Yes, more than once",5,Yes,24,Branded Search,1,86.36
27.07.14,United States,Berkeley,88,New customer,35-44,Prefer not to answer,At Arrival and Exit,Buy from this site,Whether this is right for my child,In the past month,"Yes, once",4,Somewhat,17,Direct,10+,69.88
12.08.14,United States,Nashville,584,New customer,NA,Female,At Exit,Buy from this site,Warranties/product guarantees,In the past month,No,4,Somewhat,21,Social,10+,105.61
28.07.14,South Africa,Cape Town,147,New customer,NA,Female,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Yes,4,Self Referred,2 to 3,98.65
22.08.14,United States,Silver Spring,812,Other,NA,Male,At Exit,Products,Shipping costs,Never. This is my first visit,NA,1,NA,61,Branded Search,10+,140.92
27.08.14,United States,Oklahoma City,632,Employee,NA,Female,At Exit,Products,Shipping costs,Never. This is my first visit,NA,3,No,7,Referred,10+,114.72
18.08.14,United States,Fairfield,285,New customer,Prefer not to answer,Female,At Exit,Buy from this site,None / no uncertainties,In the past week,No,4,Somewhat,3,Unbranded Search,4 to 6,66.69
28.08.14,United States,Harvey,362,Occasional customer,45-54,Female,At Arrival and Exit,Buy from this site,Ease of returning (if I am not satisfied with product),In the past month,No,4,No,2,Unbranded Search,10+,64.88
27.08.14,United States,Beaverton,76,New customer,NA,Male,At Exit,Compare pricing,None / no uncertainties,In the past year,"Yes, once",3,NA,12,Direct,2 to 3,85.42
27.07.14,United States,Sylvester,851,Other,NA,Prefer not to answer,At Arrival and Exit,Products,None / no uncertainties,Never. This is my first visit,NA,1,NA,6,Unbranded Search,2 to 3,98.14
24.08.14,United States,Everett,283,Other,NA,Male,At Exit,Resources,Shipping costs,In the past month,No,3,Yes,181,Unbranded Search,10+,146.17
29.08.14,United Kingdom,London,496,Frequent customer,NA,Male,At Exit,Compare pricing,Shipping costs,NA,NA,1,NA,27,Social,1,126.72
27.08.14,United States,Beacon,70,Frequent customer,45-54,Female,At Exit,Buy from this site,Product durability/quality,In the past month,"Yes, more than once",3,No,10,Social,1,125.45
25.08.14,United States,San Antonio,767,New customer,35-44,Female,At Exit,Compare pricing,Fast delivery,Never. This is my first visit,NA,3,Yes,17,Unbranded Search,10+,123.88
10.09.14,United States,Champaign,163,New customer,45-54,Female,At Exit,Products,Shipping costs,Never. This is my first visit,NA,3,No,34,Unbranded Search,4 to 6,134.15
14.08.14,Canada,Parksville,662,New customer,25-34,Female,At Arrival and Exit,Buy from this site,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,Yes,10,Unbranded Search,7 to 9,113.27
12.08.14,United States,Westerville,942,Employee,NA,Female,At Arrival Only,Resources,Product durability/quality,Never. This is my first visit,NA,4,Yes,11,Referred,10+,131.06
30.07.14,United States,Castle Rock,155,New customer,35-44,Female,At Exit,Buy from this site,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,5,Yes,22,Unbranded Search,10+,74.54
30.07.14,United States,Meridian,537,New customer,35-44,Female,At Exit,Products,Shipping costs,Never. This is my first visit,NA,3,No,34,Unbranded Search,7 to 9,134.15
25.08.14,United States,New Albany,587,New customer,NA,Female,At Arrival and Exit,Compare pricing,Shipping costs,In the past year,"Yes, more than once",3,Yes,17,Branded Search,1,120.28
25.08.14,United States,Hingham,387,New customer,NA,Male,At Arrival Only,Buy from this site,Shipping costs,Never. This is my first visit,NA,4,Somewhat,14,Direct,1,88.6
25.07.14,United States,Salinas,762,New customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,In the past year,"Yes, more than once",5,Yes,6,Direct,1,43.26
10.09.14,United States,Bend,86,Employee,NA,Male,At Arrival Only,Buy from this site,Whether this is right for my child,Never. This is my first visit,NA,5,Somewhat,9,Referred,10+,63.54
31.08.14,United States,Vista,901,Occasional customer,NA,Female,At Arrival Only,Resources,Other,Never. This is my first visit,NA,3,No,5,Unbranded Search,2 to 3,131.91
10.09.14,United Kingdom,Southampton,824,Employee,55-64,Female,At Arrival and Exit,Products,Product effectiveness/will it work,Never. This is my first visit,NA,3,No,3,Social,2 to 3,98.97
31.07.14,United States,Davenport,223,New customer,25-34,Female,At Arrival and Exit,Buy from this site,None / no uncertainties,In the past week,No,4,Yes,32,Unbranded Search,10+,114.03
12.08.14,United States,Trenton,873,Employee,NA,Male,At Exit,Resources,Fast delivery,Never. This is my first visit,NA,4,NA,21,Unbranded Search,4 to 6,86.29
30.07.14,United States,Lincoln,489,Frequent customer,45-54,Female,At Arrival and Exit,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,4,Somewhat,37,Unbranded Search,10+,129.12
20.08.14,United States,Minneapolis,554,New customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Yes,10,Unbranded Search,10+,85.47
20.08.14,United States,Lakewood,469,Frequent customer,25-34,Female,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,15,Unbranded Search,4 to 6,133.56
30.07.14,United States,Kerhonkson,440,New customer,NA,Male,At Arrival Only,Buy from this site,Warranties/product guarantees,In the past month,No,4,NA,2,Self Referred,10+,53.28
11.08.14,United States,Attleboro,46,Occasional customer,NA,Female,At Exit,Other,None / no uncertainties,Never. This is my first visit,NA,3,No,28,Unbranded Search,7 to 9,140.16
